ORCA_URN	AnalyzedText	Analysis	textDeformation
urn:cite2:hmt:scholsign.v1:cs426	urn:cts:greekLit:tlg5026.msA.hmt:2.229	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs435	urn:cts:greekLit:tlg5026.msA.hmt:2.238	urn:cite2:hmt:critsign:asteriskos	TBA
urn:cite2:hmt:scholsign.v1:cs436	urn:cts:greekLit:tlg5026.msA.hmt:2.272	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs437	urn:cts:greekLit:tlg5026.msA.hmt:2.273	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs438	urn:cts:greekLit:tlg5026.msA.hmt:2.274	urn:cite2:hmt:critsign:asteriskos	TBA
urn:cite2:hmt:scholsign.v1:cs441	urn:cts:greekLit:tlg5026.msA.hmt:2.277	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs442	urn:cts:greekLit:tlg5026.msA.hmt:2.278	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs443	urn:cts:greekLit:tlg5026.msA.hmt:2.306	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs445	urn:cts:greekLit:tlg5026.msA.hmt:2.308	urn:cite2:hmt:critsign:revdottedsigma	TBA
urn:cite2:hmt:scholsign.v1:cs446	urn:cts:greekLit:tlg5026.msA.hmt:2.309	urn:cite2:hmt:critsign:revdottedsigma	TBA
urn:cite2:hmt:scholsign.v1:cs447	urn:cts:greekLit:tlg5026.msA.hmt:2.310	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs448	urn:cts:greekLit:tlg5026.msA.hmt:2.311	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs449	urn:cts:greekLit:tlg5026.msA.hmt:2.312	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs450	urn:cts:greekLit:tlg5026.msA.hmt:2.313	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs451	urn:cts:greekLit:tlg5026.msA.hmt:2.314	urn:cite2:hmt:critsign:dottedsigma	TBA
urn:cite2:hmt:scholsign.v1:cs453	urn:cts:greekLit:tlg5026.msA.hmt:2.316	urn:cite2:hmt:critsign:dottedsigma	TBA
urn:cite2:hmt:scholsign.v1:cs454	urn:cts:greekLit:tlg5026.msA.hmt:2.317	urn:cite2:hmt:critsign:dottedsigma	TBA
urn:cite2:hmt:scholsign.v1:cs461	urn:cts:greekLit:tlg5026.msA.hmt:2.324	urn:cite2:hmt:critsign:dottedsigma	TBA
urn:cite2:hmt:scholsign.v1:cs463	urn:cts:greekLit:tlg5026.msA.hmt:2.374	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs466	urn:cts:greekLit:tlg5026.msA.hmt:2.377	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs470	urn:cts:greekLit:tlg5026.msA.hmt:2.381	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs471	urn:cts:greekLit:tlg5026.msA.hmt:2.382	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs475	urn:cts:greekLit:tlg5026.msA.hmt:2.386	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs478	urn:cts:greekLit:tlg5026.msA.hmt:2.408	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs483	urn:cts:greekLit:tlg5026.msA.hmt:2.413	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs484	urn:cts:greekLit:tlg5026.msA.hmt:2.414	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs485	urn:cts:greekLit:tlg5026.msA.hmt:2.415	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs486	urn:cts:greekLit:tlg5026.msA.hmt:2.416	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs490	urn:cts:greekLit:tlg5026.msA.hmt:2.426	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs491	urn:cts:greekLit:tlg5026.msA.hmt:2.427	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs492	urn:cts:greekLit:tlg5026.msA.hmt:2.428	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs497	urn:cts:greekLit:tlg5026.msA.hmt:2.433	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs498	urn:cts:greekLit:tlg5026.msA.hmt:2.434	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs505	urn:cts:greekLit:tlg5026.msA.hmt:2.447	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs506	urn:cts:greekLit:tlg5026.msA.hmt:2.448	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs517	urn:cts:greekLit:tlg5026.msA.hmt:2.468	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs520	urn:cts:greekLit:tlg5026.msA.hmt:2.471	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs521	urn:cts:greekLit:tlg5026.msA.hmt:2.472	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs523	urn:cts:greekLit:tlg5026.msA.hmt:2.474	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs531	urn:cts:greekLit:tlg5026.msA.hmt:2.486	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs535	urn:cts:greekLit:tlg5026.msA.hmt:2.490	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs536	urn:cts:greekLit:tlg5026.msA.hmt:2.491	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs537	urn:cts:greekLit:tlg5026.msA.hmt:2.492	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs538	urn:cts:greekLit:tlg5026.msA.hmt:2.493	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs539	urn:cts:greekLit:tlg5026.msA.hmt:2.494	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs540	urn:cts:greekLit:tlg5026.msA.hmt:2.495	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs549	urn:cts:greekLit:tlg5026.msA.hmt:2.510	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs551	urn:cts:greekLit:tlg5026.msA.hmt:2.512	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs552	urn:cts:greekLit:tlg5026.msA.hmt:2.513	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs558	urn:cts:greekLit:tlg5026.msA.hmt:2.522	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs559	urn:cts:greekLit:tlg5026.msA.hmt:2.523	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs562	urn:cts:greekLit:tlg5026.msA.hmt:2.526	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs564	urn:cts:greekLit:tlg5026.msA.hmt:2.529	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs566	urn:cts:greekLit:tlg5026.msA.hmt:2.531	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs567	urn:cts:greekLit:tlg5026.msA.hmt:2.532	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs569	urn:cts:greekLit:tlg5026.msA.hmt:2.534	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs570	urn:cts:greekLit:tlg5026.msA.hmt:2.535	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs597	urn:cts:greekLit:tlg5026.msA.hmt:2.578	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs608	urn:cts:greekLit:tlg5026.msA.hmt:2.594	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs609	urn:cts:greekLit:tlg5026.msA.hmt:2.595	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs610	urn:cts:greekLit:tlg5026.msA.hmt:2.596	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs611	urn:cts:greekLit:tlg5026.msA.hmt:2.597	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs612	urn:cts:greekLit:tlg5026.msA.hmt:2.598	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs616	urn:cts:greekLit:tlg5026.msA.hmt:2.603	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs617	urn:cts:greekLit:tlg5026.msA.hmt:2.604	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs621	urn:cts:greekLit:tlg5026.msA.hmt:2.608	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs622	urn:cts:greekLit:tlg5026.msA.hmt:2.609	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs623	urn:cts:greekLit:tlg5026.msA.hmt:2.610	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs624	urn:cts:greekLit:tlg5026.msA.hmt:2.611	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs630	urn:cts:greekLit:tlg5026.msA.hmt:2.617	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs631	urn:cts:greekLit:tlg5026.msA.hmt:2.618	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs633	urn:cts:greekLit:tlg5026.msA.hmt:2.620	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs634	urn:cts:greekLit:tlg5026.msA.hmt:2.621	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs642	urn:cts:greekLit:tlg5026.msA.hmt:2.630	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs644	urn:cts:greekLit:tlg5026.msA.hmt:2.632	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs647	urn:cts:greekLit:tlg5026.msA.hmt:2.635	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs648	urn:cts:greekLit:tlg5026.msA.hmt:2.636	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs653	urn:cts:greekLit:tlg5026.msA.hmt:2.641	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs654	urn:cts:greekLit:tlg5026.msA.hmt:2.642	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs655	urn:cts:greekLit:tlg5026.msA.hmt:2.643	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs656	urn:cts:greekLit:tlg5026.msA.hmt:2.644	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs658	urn:cts:greekLit:tlg5026.msA.hmt:2.646	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs659	urn:cts:greekLit:tlg5026.msA.hmt:2.647	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs660	urn:cts:greekLit:tlg5026.msA.hmt:2.648	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs662	urn:cts:greekLit:tlg5026.msA.hmt:2.650	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs663	urn:cts:greekLit:tlg5026.msA.hmt:2.651	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs664	urn:cts:greekLit:tlg5026.msA.hmt:2.652	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs665	urn:cts:greekLit:tlg5026.msA.hmt:2.653	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs668	urn:cts:greekLit:tlg5026.msA.hmt:2.656	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs669	urn:cts:greekLit:tlg5026.msA.hmt:2.657	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs672	urn:cts:greekLit:tlg5026.msA.hmt:2.660	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs673	urn:cts:greekLit:tlg5026.msA.hmt:2.663	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs674	urn:cts:greekLit:tlg5026.msA.hmt:2.664	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs675	urn:cts:greekLit:tlg5026.msA.hmt:2.665	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs676	urn:cts:greekLit:tlg5026.msA.hmt:2.666	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs677	urn:cts:greekLit:tlg5026.msA.hmt:2.667	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs678	urn:cts:greekLit:tlg5026.msA.hmt:2.668	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs680	urn:cts:greekLit:tlg5026.msA.hmt:2.670	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs681	urn:cts:greekLit:tlg5026.msA.hmt:2.671	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs684	urn:cts:greekLit:tlg5026.msA.hmt:2.675	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs686	urn:cts:greekLit:tlg5026.msA.hmt:2.677	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs687	urn:cts:greekLit:tlg5026.msA.hmt:2.678	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs692	urn:cts:greekLit:tlg5026.msA.hmt:2.683	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs693	urn:cts:greekLit:tlg5026.msA.hmt:2.688	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs694	urn:cts:greekLit:tlg5026.msA.hmt:2.689	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs700	urn:cts:greekLit:tlg5026.msA.hmt:2.695	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs702	urn:cts:greekLit:tlg5026.msA.hmt:2.697	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs704	urn:cts:greekLit:tlg5026.msA.hmt:2.699	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs705	urn:cts:greekLit:tlg5026.msA.hmt:2.704	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs706	urn:cts:greekLit:tlg5026.msA.hmt:2.705	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs707	urn:cts:greekLit:tlg5026.msA.hmt:2.706	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs708	urn:cts:greekLit:tlg5026.msA.hmt:2.707	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs710	urn:cts:greekLit:tlg5026.msA.hmt:2.709	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs711	urn:cts:greekLit:tlg5026.msA.hmt:2.710	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs713	urn:cts:greekLit:tlg5026.msA.hmt:2.715	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs714	urn:cts:greekLit:tlg5026.msA.hmt:2.716	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs715	urn:cts:greekLit:tlg5026.msA.hmt:2.717	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs716	urn:cts:greekLit:tlg5026.msA.hmt:2.718	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs717	urn:cts:greekLit:tlg5026.msA.hmt:2.719	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs718	urn:cts:greekLit:tlg5026.msA.hmt:2.720	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs719	urn:cts:greekLit:tlg5026.msA.hmt:2.721	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs723	urn:cts:greekLit:tlg5026.msA.hmt:2.725	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs725	urn:cts:greekLit:tlg5026.msA.hmt:2.736	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs733	urn:cts:greekLit:tlg5026.msA.hmt:2.744	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs737	urn:cts:greekLit:tlg5026.msA.hmt:2.756	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs739	urn:cts:greekLit:tlg5026.msA.hmt:2.760	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs741	urn:cts:greekLit:tlg5026.msA.hmt:2.762	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs743	urn:cts:greekLit:tlg5026.msA.hmt:2.764	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs747	urn:cts:greekLit:tlg5026.msA.hmt:2.775	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs749	urn:cts:greekLit:tlg5026.msA.hmt:2.777	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs755	urn:cts:greekLit:tlg5026.msA.hmt:2.783	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs756	urn:cts:greekLit:tlg5026.msA.hmt:2.784	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs759	urn:cts:greekLit:tlg5026.msA.hmt:2.792	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs760	urn:cts:greekLit:tlg5026.msA.hmt:2.793	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs762	urn:cts:greekLit:tlg5026.msA.hmt:2.795	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs763	urn:cts:greekLit:tlg5026.msA.hmt:2.796	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs768	urn:cts:greekLit:tlg5026.msA.hmt:2.802	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs771	urn:cts:greekLit:tlg5026.msA.hmt:2.805	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs777	urn:cts:greekLit:tlg5026.msA.hmt:3.10	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs778	urn:cts:greekLit:tlg5026.msA.hmt:3.12	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs779	urn:cts:greekLit:tlg5026.msA.hmt:3.15	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs780	urn:cts:greekLit:tlg5026.msA.hmt:3.16	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs781	urn:cts:greekLit:tlg5026.msA.hmt:3.23	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs783	urn:cts:greekLit:tlg5026.msA.hmt:3.50	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs786	urn:cts:greekLit:tlg5026.msA.hmt:3.25	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs787	urn:cts:greekLit:tlg5026.msA.hmt:3.674	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs792	urn:cts:greekLit:tlg5026.msA.hmt:3.74	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs794	urn:cts:greekLit:tlg5026.msA.hmt:3.58	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs795	urn:cts:greekLit:tlg5026.msA.hmt:3.62	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs796	urn:cts:greekLit:tlg5026.msA.hmt:3.92	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs798	urn:cts:greekLit:tlg5026.msA.hmt:3.91	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs802	urn:cts:greekLit:tlg5026.msA.hmt:3.676	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs803	urn:cts:greekLit:tlg5026.msA.hmt:3.100	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs808	urn:cts:greekLit:tlg5026.msA.hmt:3.108	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs815	urn:cts:greekLit:tlg5026.msA.hmt:3.678	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs816	urn:cts:greekLit:tlg5026.msA.hmt:3.679	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs818	urn:cts:greekLit:tlg5026.msA.hmt:3.129	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs819	urn:cts:greekLit:tlg5026.msA.hmt:3.136	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs820	urn:cts:greekLit:tlg5026.msA.hmt:3.138	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs823	urn:cts:greekLit:tlg5026.msA.hmt:3.149	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs824	urn:cts:greekLit:tlg5026.msA.hmt:3.151	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs825	urn:cts:greekLit:tlg5026.msA.hmt:3.152	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs827	urn:cts:greekLit:tlg5026.msA.hmt:3.158	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs829	urn:cts:greekLit:tlg5026.msA.hmt:3.164	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs830	urn:cts:greekLit:tlg5026.msA.hmt:3.168	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs833	urn:cts:greekLit:tlg5026.msA.hmt:3.171	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs834	urn:cts:greekLit:tlg5026.msA.hmt:3.175	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs836	urn:cts:greekLit:tlg5026.msA.hmt:3.179	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs838	urn:cts:greekLit:tlg5026.msA.hmt:3.191	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs839	urn:cts:greekLit:tlg5026.msA.hmt:3.201	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs841	urn:cts:greekLit:tlg5026.msA.hmt:3.691	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs845	urn:cts:greekLit:tlg5026.msA.hmt:3.229	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs848	urn:cts:greekLit:tlg5026.msA.hmt:3.233	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs851	urn:cts:greekLit:tlg5026.msA.hmt:3.252	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs852	urn:cts:greekLit:tlg5026.msA.hmt:3.254	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs859	urn:cts:greekLit:tlg5026.msA.hmt:3.249	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs860	urn:cts:greekLit:tlg5026.msA.hmt:3.253	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs867	urn:cts:greekLit:tlg5026.msA.hmt:3.297	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs873	urn:cts:greekLit:tlg5026.msA.hmt:3.324	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs877	urn:cts:greekLit:tlg5026.msA.hmt:3.330	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs879	urn:cts:greekLit:tlg5026.msA.hmt:3.344	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs880	urn:cts:greekLit:tlg5026.msA.hmt:3.345	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs882	urn:cts:greekLit:tlg5026.msA.hmt:3.353	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs883	urn:cts:greekLit:tlg5026.msA.hmt:3.362	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs891	urn:cts:greekLit:tlg5026.msA.hmt:3.381	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs893	urn:cts:greekLit:tlg5026.msA.hmt:3.388	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs894	urn:cts:greekLit:tlg5026.msA.hmt:3.391	urn:cite2:hmt:critsign:asteriskos	TBA
